date,adjusted_close,close,high,low,open,volume,daily_return,ma20,ma50,volatility_20
,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,,,,
2023-01-02,7820.34521484375,8550.0,8600.0,8500.0,8575.0,10653900,,,,
2023-01-03,7820.34521484375,8550.0,8600.0,8525.0,8550.0,27399100,0.0,,,
2023-01-04,7637.4130859375,8350.0,8575.0,8350.0,8525.0,90918800,-0.023391812865497075,,,
2023-01-05,7545.9462890625,8250.0,8375.0,8150.0,8350.0,128838500,-0.0119760479041916,,,
2023-01-06,7591.6796875,8300.0,8325.0,8100.0,8100.0,69286600,0.0060606060606061,,,
2023-01-09,7728.87890625,8450.0,8450.0,8325.0,8325.0,86916900,0.01807228915662651,,,
2023-01-10,7477.34716796875,8175.0,8425.0,8150.0,8400.0,101759100,-0.03254437869822491,,,
2023-01-11,7431.61474609375,8125.0,8150.0,8000.0,8050.0,96069100,-0.006116207951070374,,,
2023-01-12,7477.34716796875,8175.0,8275.0,8125.0,8150.0,103804600,0.006153846153846176,,,
2023-01-13,7363.01513671875,8050.0,8175.0,8025.0,8150.0,119748200,-0.015290519877675823,,,
2023-01-16,7454.48095703125,8150.0,8200.0,8050.0,8050.0,105710700,0.012422360248447228,,,
2023-01-17,7614.5458984375,8325.0,8375.0,8150.0,8175.0,88695900,0.021472392638036908,,,
2023-01-18,7591.6796875,8300.0,8325.0,8175.0,8200.0,96814600,-0.0030030030030030463,,,
2023-01-19,7614.5458984375,8325.0,8350.0,8250.0,8350.0,66391800,0.003012048192771122,,,
2023-01-20,7591.6796875,8300.0,8325.0,8250.0,8275.0,96859500,-0.0030030030030030463,,,
2023-01-24,7523.08056640625,8225.0,8350.0,8225.0,8300.0,42474500,-0.009036144578313254,,,
2023-01-25,7500.21435546875,8200.0,8300.0,8200.0,8300.0,66124500,-0.003039513677811523,,,
2023-01-26,7751.74560546875,8475.0,8475.0,8225.0,8225.0,77582300,0.03353658536585358,,,
2023-01-27,7957.54443359375,8700.0,8850.0,8550.0,8700.0,196804700,0.026548672566371723,,,
2023-01-30,7957.54443359375,8700.0,8775.0,8575.0,8725.0,68544300,0.0,8333.75,,
2023-01-31,7751.74560546875,8475.0,8675.0,8475.0,8625.0,200589000,-0.025862068965517238,8330.0,,0.017247614892971275
2023-02-01,7774.6123046875,8500.0,8575.0,8450.0,8575.0,77396200,0.002949852507374562,8327.5,,0.01726291413015477
2023-02-02,7728.87890625,8450.0,8525.0,8400.0,8425.0,99109500,-0.00588235294117645,8332.5,,0.0164469873136808
2023-02-03,7957.54443359375,8700.0,8700.0,8500.0,8550.0,71716700,0.029585798816567976,8355.0,,0.017358338461322387
2023-02-06,7980.41015625,8725.0,8750.0,8650.0,8750.0,117757700,0.002873563218390718,8376.25,,0.017341468766766052
2023-02-07,8094.74462890625,8850.0,8850.0,8750.0,8775.0,116014700,0.014326647564469885,8396.25,,0.017185587200506756
2023-02-08,8071.876953125,8825.0,8850.0,8800.0,8825.0,54495500,-0.0028248587570621764,8428.75,,0.01516625071045136
2023-02-09,8140.4755859375,8900.0,8900.0,8800.0,8825.0,72381700,0.008498583569405138,8467.5,,0.015007413251005743
2023-02-10,8071.876953125,8825.0,8900.0,8700.0,8875.0,62060900,-0.008426966292134797,8500.0,,0.015283258846331145
2023-02-13,8117.60986328125,8875.0,8900.0,8775.0,8875.0,63775000,0.0056657223796034994,8541.25,,0.014598246715882056
2023-02-14,8186.2099609375,8950.0,8950.0,8825.0,8850.0,81678200,0.008450704225352101,8581.25,,0.014518628350528709
2023-02-15,8117.60986328125,8875.0,8900.0,8750.0,8875.0,38037000,-0.008379888268156388,8608.75,,0.014245468278215368
2023-02-16,7957.54443359375,8700.0,8850.0,8700.0,8825.0,66040400,-0.019718309859154903,8628.75,,0.015099429317672074
2023-02-17,7980.41015625,8725.0,8850.0,8725.0,8775.0,43588900,0.002873563218390718,8648.75,,0.015099196400240128
2023-02-20,8003.27685546875,8750.0,8825.0,8700.0,8725.0,40077000,0.002865329512893977,8671.25,,0.01504443268841597
2023-02-21,7957.54443359375,8700.0,8800.0,8700.0,8775.0,25390500,-0.005714285714285672,8695.0,,0.014925325881133029
2023-02-22,7934.67822265625,8675.0,8750.0,8625.0,8700.0,38671900,-0.002873563218390829,8718.75,,0.014921886275091915
2023-02-23,7980.41015625,8725.0,8750.0,8625.0,8625.0,53412300,0.0057636887608070175,8731.25,,0.013104826797056067
2023-02-24,7934.67822265625,8675.0,8850.0,8675.0,8775.0,44123400,-0.005730659025787954,8730.0,,0.011783274192173539
2023-02-27,8026.14453125,8775.0,8775.0,8650.0,8675.0,59983900,0.011527377521613813,8733.75,,0.012065827272555197
2023-02-28,8003.27685546875,8750.0,8775.0,8675.0,8775.0,106349400,-0.002849002849002802,8747.5,,0.010402303816123136
2023-03-01,7866.0771484375,8600.0,8750.0,8600.0,8725.0,67034700,-0.017142857142857126,8752.5,,0.011209038399640067
2023-03-02,7888.94482421875,8625.0,8700.0,8600.0,8600.0,56672000,0.0029069767441860517,8761.25,,0.011111554494728466
2023-03-03,7751.74560546875,8475.0,8675.0,8475.0,8650.0,95376900,-0.017391304347826098,8750.0,,0.009636817296879811
2023-03-06,7683.14599609375,8400.0,8550.0,8400.0,8550.0,92652000,-0.008849557522123908,8733.75,,0.009727939887582911
2023-03-07,7706.0126953125,8425.0,8475.0,8350.0,8350.0,106115600,0.0029761904761904656,8712.5,,0.009041321222108253
2023-03-08,7843.21142578125,8575.0,8575.0,8400.0,8400.0,79350900,0.017804154302670572,8700.0,,0.010106494887251207
2023-03-09,7843.21142578125,8575.0,8650.0,8550.0,8650.0,54201400,0.0,8683.75,,0.009844228237250657
2023-03-10,7728.87890625,8450.0,8550.0,8450.0,8500.0,59580100,-0.014577259475218707,8665.0,,0.010152958797736615
2023-03-13,7820.34521484375,8550.0,8625.0,8450.0,8450.0,82077700,0.01183431952662728,8648.75,8535.5,0.010490014112130509
2023-03-14,7614.5458984375,8325.0,8475.0,8325.0,8425.0,90495300,-0.02631578947368418,8617.5,8531.0,0.01152913692413967
2023-03-15,7614.5458984375,8325.0,8475.0,8325.0,8450.0,86747400,0.0,8590.0,8526.5,0.011496578149792682
2023-03-16,7591.6796875,8300.0,8350.0,8250.0,8300.0,105894000,-0.0030030030030030463,8570.0,8525.5,0.01081457902858372
2023-03-17,7660.279296875,8375.0,8450.0,8325.0,8375.0,198558600,0.009036144578313143,8552.5,8528.0,0.01105471209799918
2023-03-20,7683.14599609375,8400.0,8475.0,8375.0,8400.0,37277900,0.0029850746268655914,8535.0,8530.0,0.011057510323786346
2023-03-21,7774.6123046875,8500.0,8500.0,8375.0,8400.0,91617400,0.011904761904761862,8525.0,8531.0,0.011439649122126595
2023-03-24,8071.876953125,8825.0,8825.0,8625.0,8700.0,145603600,0.038235294117647145,8532.5,8544.0,0.014411335810884846
2023-03-27,7957.54443359375,8700.0,8825.0,8700.0,8825.0,110692800,-0.014164305949008527,8531.25,8555.5,0.014746432339322503
2023-03-28,7934.67822265625,8675.0,8800.0,8675.0,8800.0,98296600,-0.002873563218390829,8531.25,8565.5,0.014702182508820478
2023-03-29,8209.8955078125,8800.0,8800.0,8625.0,8675.0,101068200,0.014409221902017322,8532.5,8580.5,0.014833586150341265
2023-03-30,8233.220703125,8825.0,8900.0,8800.0,8900.0,118912100,0.0028409090909091717,8536.25,8594.0,0.014825658612251498
2023-03-31,8163.248046875,8750.0,8850.0,8725.0,8825.0,97146900,-0.008498583569405138,8543.75,8602.5,0.014403287019761778
2023-04-03,8209.8955078125,8800.0,8825.0,8750.0,8825.0,60288900,0.005714285714285783,8552.5,8612.5,0.01443686905353137
2023-04-04,8186.57275390625,8775.0,8825.0,8650.0,8825.0,60975800,-0.0028409090909090606,8567.5,8621.5,0.013808768816922654
2023-04-05,8139.923828125,8725.0,8800.0,8725.0,8775.0,36922100,-0.005698005698005715,8583.75,8630.0,0.01369801302641999
2023-04-06,8163.248046875,8750.0,8775.0,8700.0,8700.0,45489400,0.002865329512893977,8600.0,8640.5,0.01369761471319306
2023-04-10,8209.8955078125,8800.0,8800.0,8700.0,8725.0,32996000,0.005714285714285783,8611.25,8652.5,0.013221138029179675
2023-04-11,8233.220703125,8825.0,8825.0,8750.0,8825.0,44554300,0.0028409090909091717,8623.75,8659.5,0.013220810298713668
2023-04-12,8303.189453125,8900.0,8900.0,8825.0,8900.0,91903600,0.008498583569405138,8646.25,8663.5,0.012740197009369458
2023-04-13,8326.5126953125,8925.0,8950.0,8875.0,8950.0,51726500,0.002808988764045006,8665.0,8668.0,0.012557191672410505
2023-04-14,8396.484375,9000.0,9000.0,8950.0,9000.0,110354200,0.008403361344537785,8698.75,8678.5,0.010660904649155624
2023-04-17,8419.8076171875,9025.0,9050.0,8900.0,9025.0,83946900,0.002777777777777768,8733.75,8689.0,0.010624646154735708
2023-04-18,8513.1015625,9125.0,9175.0,9025.0,9050.0,91178700,0.011080332409972193,8775.0,8702.5,0.010595916707093039
2023-04-26,8583.072265625,9200.0,9200.0,9000.0,9125.0,186928200,0.008219178082191858,8816.25,8712.5,0.010580297756374145
2023-04-27,8536.4248046875,9150.0,9175.0,9075.0,9100.0,54842400,-0.005434782608695676,8853.75,8721.0,0.010819497866713098
2023-04-28,8443.130859375,9050.0,9125.0,9050.0,9100.0,145775300,-0.010928961748633892,8881.25,8725.0,0.011178039509947071
2023-05-02,8443.130859375,9050.0,9100.0,8900.0,9100.0,83645900,0.0,8892.5,8729.5,0.007551844839821909
2023-05-03,8326.5126953125,8925.0,9050.0,8875.0,9050.0,83728800,-0.013812154696132617,8903.75,8730.0,0.007514240778906997
2023-05-04,8396.484375,9000.0,9025.0,8875.0,8925.0,67565000,0.008403361344537785,8920.0,8733.5,0.007606769583821465
2023-05-05,8396.484375,9000.0,9050.0,8950.0,9000.0,64815100,0.0,8930.0,8736.0,0.0070158704511804094
2023-05-08,8396.484375,9000.0,9075.0,8950.0,9000.0,84754500,0.0,8938.75,8737.0,0.007008539973418125
2023-05-09,8326.5126953125,8925.0,8975.0,8900.0,8950.0,40929600,-0.008333333333333304,8947.5,8738.0,0.006996833145543607
2023-05-10,8326.5126953125,8925.0,8950.0,8900.0,8925.0,45322600,0.0,8953.75,8742.5,0.0069109358883596705
2023-05-11,8233.220703125,8825.0,8900.0,8800.0,8900.0,81993900,-0.011204481792717047,8956.25,8744.5,0.007375680224698784
2023-05-12,8209.8955078125,8800.0,8875.0,8725.0,8750.0,96525600,-0.0028328611898017497,8960.0,8745.5,0.007280049873349159
2023-05-15,8186.57275390625,8775.0,8875.0,8725.0,8875.0,64830300,-0.0028409090909090606,8961.25,8747.0,0.007292349990552979
2023-05-16,8116.60107421875,8700.0,8825.0,8700.0,8800.0,49497000,-0.008547008547008517,8956.25,8747.5,0.007417649134593538
2023-05-17,8186.57275390625,8775.0,8850.0,8750.0,8775.0,69996100,0.008620689655172376,8953.75,8748.5,0.007664975725666089
2023-05-19,8396.484375,9000.0,9000.0,8825.0,8900.0,123592500,0.02564102564102555,8958.75,8755.0,0.009446829175413821
2023-05-22,8396.484375,9000.0,9075.0,8925.0,9000.0,91000000,0.0,8962.5,8759.5,0.009433145861399967
2023-05-23,8513.1015625,9125.0,9150.0,9025.0,9050.0,102980500,0.01388888888888884,8968.75,8767.0,0.009750648914156296
2023-05-24,8419.8076171875,9025.0,9200.0,9025.0,9200.0,77392900,-0.010958904109588996,8968.75,8775.5,0.010077497370797623
2023-05-25,8443.130859375,9050.0,9150.0,9050.0,9100.0,76325700,0.0027700831024930483,8965.0,8784.0,0.009765157026568749
2023-05-26,8536.4248046875,9150.0,9200.0,9100.0,9175.0,55675900,0.011049723756906049,8962.5,8797.5,0.00991550871890197
2023-05-29,8536.4248046875,9150.0,9250.0,9075.0,9250.0,79148200,0.0,8962.5,8812.5,0.00983942542883014
2023-05-30,8629.720703125,9250.0,9325.0,9150.0,9200.0,97189500,0.010928961748633892,8972.5,8829.0,0.009769939870916606
2023-05-31,8443.130859375,9050.0,9325.0,9050.0,9300.0,722827900,-0.021621621621621623,8972.5,8838.5,0.011018982823645393
2023-06-05,8583.072265625,9200.0,9325.0,9100.0,9150.0,163535600,0.016574585635359185,8986.25,8851.0,0.011100536564226606
2023-06-06,8536.4248046875,9150.0,9200.0,9050.0,9050.0,74872200,-0.005434782608695676,8993.75,8865.0,0.011083902533947018
2023-06-07,8489.7783203125,9100.0,9175.0,9075.0,9125.0,87492200,-0.005464480874316946,8998.75,8876.0,0.01117385269689322
2023-06-08,8513.1015625,9125.0,9125.0,9075.0,9075.0,53188400,0.0027472527472527375,9005.0,8892.0,0.011182818832441727
2023-06-09,8489.7783203125,9100.0,9175.0,9100.0,9175.0,44632400,-0.002739726027397249,9013.75,8907.5,0.011012360830712458
2023-06-12,8536.4248046875,9150.0,9150.0,9100.0,9150.0,38082300,0.005494505494505475,9025.0,8924.5,0.011053801698151898
2023-06-13,8536.4248046875,9150.0,9175.0,9100.0,9175.0,45552600,0.0,9041.25,8940.0,0.010663552130217186
2023-06-14,8466.455078125,9075.0,9125.0,9050.0,9100.0,72223700,-0.008196721311475419,9055.0,8953.5,0.010853648767728673
2023-06-15,8443.130859375,9050.0,9100.0,9050.0,9100.0,59073000,-0.0027548209366391463,9068.75,8964.5,0.010851813630888944
2023-06-16,8443.130859375,9050.0,9100.0,8975.0,9100.0,112769400,0.0,9086.25,8969.0,0.010596481492280848
2023-06-19,8396.484375,9000.0,9050.0,9000.0,9000.0,32330600,-0.0055248618784530246,9097.5,8975.0,0.010605308040712275
2023-06-20,8443.130859375,9050.0,9050.0,8950.0,9025.0,54990100,0.005555555555555536,9100.0,8982.5,0.00901236915811701
2023-06-21,8513.1015625,9125.0,9125.0,9000.0,9050.0,42676300,0.008287292817679592,9106.25,8989.0,0.009185933536530196
2023-06-22,8443.130859375,9050.0,9150.0,9050.0,9125.0,48291100,-0.008219178082191747,9102.5,8993.5,0.008842901646305856
2023-06-23,8443.130859375,9050.0,9150.0,9025.0,9025.0,47813500,0.0,9103.75,8999.5,0.008484865230937092
2023-06-26,8466.455078125,9075.0,9125.0,9025.0,9025.0,36389900,0.0027624309392264568,9105.0,9005.0,0.008484742109024746
2023-06-27,8536.4248046875,9150.0,9150.0,9050.0,9050.0,36225100,0.008264462809917328,9105.0,9012.5,0.008318028824507015
2023-07-03,8466.455078125,9075.0,9075.0,9025.0,9025.0,108855900,-0.008196721311475419,9101.25,9019.5,0.008519233471271242
2023-07-04,8443.130859375,9050.0,9150.0,9050.0,9150.0,35049300,-0.0027548209366391463,9091.25,9025.5,0.008102758869411864
2023-07-05,8443.130859375,9050.0,9075.0,9025.0,9050.0,44609200,0.0,9091.25,9030.5,0.006498804443716429
2023-07-06,8466.455078125,9075.0,9100.0,9025.0,9050.0,52532400,0.0027624309392264568,9085.0,9035.5,0.0052634915725742835
2023-07-07,8419.8076171875,9025.0,9100.0,9025.0,9025.0,37641300,-0.0055096418732781816,9078.75,9038.0,0.00526708316321436
2023-07-10,8443.130859375,9050.0,9100.0,9050.0,9100.0,28981500,0.0027700831024930483,9076.25,9040.5,0.0051942758669239275
2023-07-11,8419.8076171875,9025.0,9100.0,9025.0,9100.0,43703500,-0.002762430939226568,9071.25,9041.0,0.005172301640593868
2023-07-12,8559.7490234375,9175.0,9175.0,9050.0,9075.0,61566500,0.016620498614958512,9075.0,9044.0,0.006403663130354876
2023-07-13,8513.1015625,9125.0,9225.0,9125.0,9200.0,65230900,-0.00544959128065392,9073.75,9044.0,0.006415690976445983
2023-07-14,8583.072265625,9200.0,9200.0,9125.0,9175.0,55554500,0.008219178082191858,9076.25,9044.0,0.006681341317683268
2023-07-17,8559.7490234375,9175.0,9250.0,9175.0,9200.0,62550100,-0.0027173913043477826,9081.25,9044.5,0.0064221854251074375
2023-07-18,8536.4248046875,9150.0,9250.0,9100.0,9200.0,52924600,-0.0027247956403270157,9086.25,9046.5,0.006421371343645891
2023-07-20,8536.4248046875,9150.0,9225.0,9125.0,9200.0,83476600,0.0,9091.25,9048.5,0.006421371343645891
2023-07-21,8536.4248046875,9150.0,9175.0,9125.0,9150.0,42667800,0.0,9098.75,9053.0,0.006262281454078862
2023-07-24,8489.7783203125,9100.0,9200.0,9100.0,9200.0,62061200,-0.005464480874316946,9101.25,9055.0,0.006310657146112088
2023-07-25,8536.4248046875,9150.0,9300.0,9150.0,9175.0,122802700,0.005494505494505475,9102.5,9058.0,0.006153424672111671
2023-07-26,8723.0126953125,9350.0,9350.0,9125.0,9175.0,113868700,0.021857923497267784,9117.5,9065.0,0.007522257938633434
2023-07-27,8606.3955078125,9225.0,9400.0,9225.0,9400.0,77848400,-0.013368983957219305,9126.25,9071.0,0.008237409155307856
2023-07-28,8513.1015625,9125.0,9225.0,9125.0,9200.0,74510200,-0.010840108401083959,9128.75,9075.0,0.008635317303577692
2023-07-31,8513.1015625,9125.0,9200.0,9100.0,9175.0,80868000,0.0,9127.5,9081.0,0.008429937390510645
2023-08-01,8513.1015625,9125.0,9175.0,9100.0,9175.0,49756400,0.0,9130.0,9087.5,0.008212184718007524
2023-08-02,8583.072265625,9200.0,9200.0,9125.0,9125.0,60629900,0.008219178082191858,9137.5,9096.0,0.008362114845322727
2023-08-03,8629.720703125,9250.0,9300.0,9150.0,9150.0,64596100,0.005434782608695565,9147.5,9107.0,0.008420955708362824
2023-08-04,8536.4248046875,9150.0,9275.0,9125.0,9250.0,52675900,-0.010810810810810811,9151.25,9114.5,0.008819726762360466
2023-08-07,8653.0439453125,9275.0,9275.0,9150.0,9150.0,55589300,0.013661202185792254,9163.75,9120.0,0.009172808795370106
2023-08-08,8583.072265625,9200.0,9300.0,9200.0,9275.0,43373400,-0.008086253369272267,9171.25,9124.0,0.009406150050796758
2023-08-09,8769.66015625,9400.0,9400.0,9250.0,9275.0,77056800,0.021739130434782705,9190.0,9129.5,0.010446946988823199
2023-08-10,8769.66015625,9400.0,9425.0,9350.0,9400.0,76738100,0.0,9201.25,9137.0,0.009875619546716192
2023-08-11,8769.66015625,9400.0,9450.0,9375.0,9425.0,68898600,0.0,9215.0,9144.0,0.009755250540656664
2023-08-14,8723.0126953125,9350.0,9350.0,9225.0,9325.0,75495400,-0.005319148936170248,9222.5,9148.0,0.009736400703909784
2023-08-15,8676.3671875,9300.0,9375.0,9300.0,9325.0,59303700,-0.005347593582887722,9228.75,9151.0,0.00980469845070364
2023-08-16,8676.3671875,9300.0,9325.0,9250.0,9275.0,53440000,0.0,9236.25,9152.0,0.009773160189852404
2023-08-18,8629.720703125,9250.0,9350.0,9250.0,9250.0,79328900,-0.005376344086021501,9241.25,9156.0,0.009871461239378553
2023-08-21,8559.7490234375,9175.0,9250.0,9175.0,9225.0,73573000,-0.008108108108108136,9242.5,9155.5,0.010061613948568039
2023-08-22,8676.3671875,9300.0,9325.0,9150.0,9150.0,65664600,0.013623978201634968,9252.5,9158.5,0.010397330906316728
2023-08-23,8676.3671875,9300.0,9325.0,9275.0,9300.0,63749800,0.0,9260.0,9162.5,0.01034865632933997
2023-08-24,8583.072265625,9200.0,9325.0,9200.0,9250.0,53725900,-0.010752688172043001,9252.5,9164.0,0.009391556450413296
2023-08-25,8653.0439453125,9275.0,9275.0,9175.0,9200.0,50379000,0.008152173913043459,9255.0,9167.5,0.009100003626616468
2023-08-28,8583.072265625,9200.0,9250.0,9200.0,9250.0,44423100,-0.008086253369272267,9258.75,9168.5,0.008941880007622855
2023-08-29,8629.720703125,9250.0,9300.0,9200.0,9275.0,45428500,0.005434782608695565,9265.0,9170.5,0.009009897198469641
2023-08-30,8583.072265625,9200.0,9300.0,9200.0,9300.0,56227000,-0.00540540540540535,9268.75,9173.0,0.00911307937163516
2023-08-31,8559.7490234375,9175.0,9225.0,9100.0,9200.0,136107200,-0.0027173913043477826,9267.5,9175.5,0.008948913392488286
2023-09-01,8606.3955078125,9225.0,9275.0,9175.0,9200.0,42152700,0.005449591280654031,9266.25,9179.0,0.008949395885878498
2023-09-04,8606.3955078125,9225.0,9275.0,9175.0,9225.0,40610600,0.0,9270.0,9183.5,0.008587420152369128
2023-09-05,8606.3955078125,9225.0,9250.0,9200.0,9250.0,42007200,0.0,9267.5,9187.0,0.00800420335251917
2023-09-06,8536.4248046875,9150.0,9250.0,9150.0,9200.0,49318400,-0.008130081300813052,9265.0,9187.5,0.008006470251502586
2023-09-07,8559.7490234375,9175.0,9175.0,9100.0,9125.0,61405200,0.002732240437158362,9253.75,9190.0,0.00617965374311154
2023-09-08,8513.1015625,9125.0,9150.0,9050.0,9100.0,80732300,-0.00544959128065392,9240.0,9191.5,0.0062441131009089825
2023-09-11,8513.1015625,9125.0,9125.0,9075.0,9075.0,53155900,0.0,9226.25,9192.5,0.0062441131009089825
2023-09-12,8489.7783203125,9100.0,9125.0,9075.0,9100.0,66479000,-0.002739726027397249,9213.75,9191.5,0.006186691019803392
2023-09-13,8466.455078125,9075.0,9075.0,9000.0,9050.0,69490200,-0.0027472527472527375,9202.5,9191.5,0.0061249641913461335
2023-09-14,8489.7783203125,9100.0,9125.0,9000.0,9000.0,112757900,0.0027548209366390353,9192.5,9192.5,0.006184202181845935
2023-09-15,8396.484375,9000.0,9100.0,9000.0,9050.0,121005300,-0.01098901098901095,9180.0,9191.5,0.006508817321435087
2023-09-18,8396.484375,9000.0,9075.0,9000.0,9050.0,34272200,0.0,9171.25,9190.0,0.00631528995821278
2023-09-19,8466.455078125,9075.0,9075.0,8975.0,9000.0,33325800,0.008333333333333304,9160.0,9191.0,0.005759311115934909
2023-09-20,8536.4248046875,9150.0,9175.0,9075.0,9125.0,54305500,0.008264462809917328,9152.5,9193.0,0.006134789599038573
2023-09-21,8513.1015625,9125.0,9150.0,9075.0,9125.0,40607000,-0.002732240437158473,9148.75,9195.0,0.00569605117503592
2023-09-22,8466.455078125,9075.0,9150.0,9075.0,9125.0,42445300,-0.005479452054794498,9138.75,9193.0,0.0054289415607541806
2023-09-25,8396.484375,9000.0,9075.0,9000.0,9075.0,56132200,-0.008264462809917328,9128.75,9190.5,0.005441186542665978
2023-09-26,8349.8369140625,8950.0,9025.0,8950.0,9000.0,73544700,-0.005555555555555536,9113.75,9185.5,0.005301333985765353
2023-09-27,8279.865234375,8875.0,9000.0,8875.0,8900.0,84345000,-0.008379888268156388,9097.5,9179.5,0.005452286356105946
2023-09-29,8233.220703125,8825.0,8900.0,8825.0,8825.0,118960000,-0.005633802816901401,9080.0,9173.0,0.005517218421085846
2023-10-02,8466.455078125,9075.0,9100.0,8875.0,8900.0,93663000,0.028328611898017053,9072.5,9171.5,0.0086244165319924
2023-10-03,8583.072265625,9200.0,9200.0,9025.0,9075.0,98380200,0.01377410468319562,9071.25,9172.5,0.009219768718018863
2023-10-04,8583.072265625,9200.0,9250.0,9125.0,9200.0,112582800,0.0,9070.0,9174.5,0.009219768718018863
2023-10-05,8466.455078125,9075.0,9200.0,9075.0,9200.0,72855700,-0.013586956521739135,9066.25,9173.0,0.009545052983085865
2023-10-06,8419.8076171875,9025.0,9100.0,9025.0,9100.0,53344400,-0.0055096418732781816,9058.75,9166.5,0.009581980645387827
2023-10-09,8443.130859375,9050.0,9125.0,9025.0,9025.0,43774500,0.0027700831024930483,9055.0,9163.0,0.009547395982451173
2023-10-10,8326.5126953125,8925.0,9000.0,8925.0,9000.0,71966100,-0.013812154696132617,9045.0,9159.0,0.010007704218295962
2023-10-11,8326.5126953125,8925.0,9025.0,8925.0,8925.0,84305800,0.0,9036.25,9155.0,0.010002254592120719
